"과속방지턱관리번호",시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,위도,경도,보차분리여부,연속형여부,과속방지턱설치연도,관리기관명,관리기관전화번호,데이터기준일자
241,경기도,오산시,청학로,,경기도 오산시 청학동 12-4,오산대교문 앞,1,1,10,360,1000,1,Y,37.1534787,127.0630906,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
242,경기도,오산시,청학로,,경기도 오산시 청학동 11-12,두진전기 앞,1,1,10,360,400,1,Y,37.1536902,127.0636115,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
243,경기도,오산시,청학로,,경기도 오산시 청학동 11-12,오가면옥 앞,1,1,10,360,400,1,Y,37.1542282,127.0642367,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
244,경기도,오산시,청학로,,경기도 오산시 청학동 2-7,천일화물택배 오산영업소 부근,1,1,10,360,1200,1,Y,37.1552799,127.0647752,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
245,경기도,오산시,수도권제2순환고속도로,,경기도 오산시 금암동 51-1,오산휴게소 과천방향 입구,1,1,10,360,1000,1,Y,37.1782233,127.0384022,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
246,경기도,오산시,오산대역로,,경기도 오산시 금암동 549,수청초 앞,1,1,10,360,2000,1,Y,37.1699181,127.0551353,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
247,경기도,오산시,수청로,,경기도 오산시 금암동 546-2,금암초 앞,1,1,10,360,600,1,Y,37.1784829,127.0432726,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
248,경기도,오산시,수청로,,경기도 오산시 금암동 546-2,금암초 앞,1,1,10,360,600,1,Y,37.1781134,127.0434864,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
249,경기도,오산시,수청로,,경기도 오산시 금암동 546-2,소리어린이공원 앞,1,1,10,360,600,1,Y,37.1773789,127.0438829,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
250,경기도,오산시,수청로,,경기도 오산시 금암동 546-2,세교유치원 앞,1,1,10,360,600,1,Y,37.1770252,127.0440911,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
251,경기도,오산시,수청로,,경기도 오산시 금암동 546-1,세교유치원 부근,1,99,10,360,4100,1,Y,37.1765656,127.0442118,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
252,경기도,오산시,여계산로,,경기도 오산시 금암동 547,문시초 옆,1,1,10,360,1300,1,Y,37.1744411,127.0447764,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
253,경기도,오산시,여계산로,,경기도 오산시 금암동 547,문시초 옆,1,1,10,360,600,1,Y,37.1740739,127.0449253,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
254,경기도,오산시,여계산로,,경기도 오산시 금암동 547,금암마을휴먼시아데시앙6단지 정문 앞,1,1,10,360,2000,1,Y,37.1721928,127.0453971,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
255,경기도,오산시,여계산로,,경기도 오산시 금암동 547,금암마을휴먼시아데시앙6단지 후문 앞,1,1,10,360,2000,1,Y,37.1710777,127.0454218,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
256,경기도,오산시,수목원로,,경기도 오산시 금암동 346-7,물향기수목원 인근,1,1,10,360,300,1,Y,37.1693583,127.0523257,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
257,경기도,오산시,수목원로,,경기도 오산시 금암동 279-4,물향기수목원 인근,1,1,10,360,300,1,Y,37.1691421,127.0523396,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
258,경기도,오산시,수청로,,경기도 오산시 금암동 546-1,오산침례교회 앞,1,1,10,360,1600,1,Y,37.1773622,127.0462899,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
259,경기도,오산시,수청로,,경기도 오산시 금암동 546-3,홈플러스익스프레스 앞,1,1,10,360,600,1,Y,37.1764097,127.0453659,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
260,경기도,오산시,여계산로,,경기도 오산시 금암동 547-1,문시초 정문 앞,1,1,10,360,600,1,Y,37.1746999,127.0455901,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
261,경기도,오산시,여계산로,,경기도 오산시 금암동 547-1,문시초 앞,1,1,10,360,600,1,Y,37.1748617,127.0464714,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
262,경기도,오산시,수청로,,경기도 오산시 금암동 504,죽미마을휴먼시아8단지아파트 앞,1,1,10,360,1000,1,Y,37.1780331,127.0471798,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
263,경기도,오산시,수청로,,경기도 오산시 금암동 504,죽미마을휴먼시아10단지아파트 앞,1,1,10,360,1200,1,Y,37.178971,127.0509022,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
264,경기도,오산시,수청로,,경기도 오산시 금암동 504,필봉초 앞,1,1,10,360,800,1,Y,37.1781281,127.0518954,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
265,경기도,오산시,수청로,,경기도 오산시 금암동 504,필봉초 앞,1,1,10,360,1600,1,Y,37.1777494,127.0523062,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
266,경기도,오산시,수청로,,경기도 오산시 금암동 504-1,필봉초 옆,1,1,10,360,600,1,Y,37.1791237,127.0518961,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
267,경기도,오산시,수청로,,경기도 오산시 금암동 504-1,필봉초 옆,1,1,10,360,600,1,Y,37.1789436,127.0517298,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
268,경기도,오산시,수청로,,경기도 오산시 금암동 505-2,스테이크박스 앞,1,1,10,360,700,1,Y,37.1771565,127.053367,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
269,경기도,오산시,수청로,,경기도 오산시 금암동 505-2,GS25편의점 앞,1,1,10,360,700,1,Y,37.1772308,127.0534825,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
270,경기도,오산시,수청로,,경기도 오산시 금암동 505-4,GS25편의점 앞,1,1,10,360,800,1,Y,37.1771384,127.0534627,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
271,경기도,오산시,수청로,,경기도 오산시 금암동 505-1,백청우칼국수 앞,1,1,10,360,600,1,Y,37.1766133,127.0540564,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
272,경기도,오산시,수청로,,경기도 오산시 금암동 505-1,백청우칼국수 앞,1,1,10,360,600,1,Y,37.1765368,127.0539155,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
273,경기도,오산시,수청로,,경기도 오산시 금암동 505-4,주향한교회 앞,1,1,10,360,600,1,Y,37.1766246,127.0539044,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
274,경기도,오산시,금암로,,경기도 오산시 금암동 548-10,바다가내곁에 앞,1,99,10,360,1400,1,Y,37.1711878,127.0516091,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
275,경기도,오산시,금암로,,경기도 오산시 금암동 548-1,오산생명숲어린이집 부근,1,1,10,360,600,1,Y,37.1725741,127.0497465,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
276,경기도,오산시,금암로,,경기도 오산시 금암동 548-1,오산생명숲어린이집 앞,1,1,10,360,600,1,Y,37.1723894,127.0493298,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
277,경기도,오산시,금암로,,경기도 오산시 금암동 548-10,창의나라유치원 앞,1,1,10,360,600,1,Y,37.1711077,127.0492727,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
278,경기도,오산시,금암로,,경기도 오산시 금암동 548-10,창의나라유치원 앞,1,1,10,360,600,1,Y,37.1711707,127.0495204,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
279,경기도,오산시,금암로,,경기도 오산시 금암동 548-8,창의나라유치원 앞,1,1,10,360,600,1,Y,37.1712631,127.0493403,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
280,경기도,오산시,금암로,,경기도 오산시 금암동 548-11,동물어린이공원 인근,1,99,10,360,2000,1,Y,37.1703618,127.0498381,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
281,경기도,오산시,금암로,,경기도 오산시 금암동 548-11,동물어린이공원 인근,1,1,10,360,600,1,Y,37.1706237,127.0498269,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
282,경기도,오산시,수청로,,경기도 오산시 내삼미동 891,오산소방서 앞,1,1,10,360,900,1,Y,37.1753741,127.0545622,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
283,경기도,오산시,수청로,,경기도 오산시 내삼미동 876,향수세탁소 앞,1,1,10,360,1200,1,Y,37.1731603,127.0582061,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
284,경기도,오산시,수청로,,경기도 오산시 내삼미동 891-1,포트커피 앞,1,1,10,360,800,1,Y,37.1750472,127.0550856,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
285,경기도,오산시,수청로,,경기도 오산시 내삼미동 891-1,속눈썹공주 앞,1,1,10,360,800,1,Y,37.1748131,127.0550854,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
286,경기도,오산시,수청로,,경기도 오산시 내삼미동 891-1,카페몰리 앞,1,1,10,360,800,1,Y,37.1746441,127.055091,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
287,경기도,오산시,수청로,,경기도 오산시 내삼미동 891-1,세교과일아저씨 앞,1,1,10,360,800,1,Y,37.1743805,127.0550992,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
288,경기도,오산시,수청로,,경기도 오산시 내삼미동 891-3,속눈썹공주 앞,1,1,10,360,600,1,Y,37.1747228,127.0552036,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
289,경기도,오산시,수청로,,경기도 오산시 내삼미동 891-1,세교교회 앞,1,1,10,360,800,1,Y,37.1740604,127.0554536,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
290,경기도,오산시,수청로,,경기도 오산시 내삼미동 878,주현주택 앞,1,1,10,360,600,1,Y,37.1747244,127.056507,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
291,경기도,오산시,수청로,,경기도 오산시 내삼미동 891-6,물향기유치원 앞,1,1,10,360,600,1,Y,37.1756623,127.0549819,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
292,경기도,오산시,수청로,,경기도 오산시 내삼미동 866,수청동제1어린이공원 뒤,1,1,10,360,600,1,Y,37.1761861,127.0572146,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
293,경기도,오산시,수청로,,경기도 오산시 내삼미동 869,수청동제1어린이공원 앞,1,1,10,360,600,1,Y,37.1757851,127.0572651,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
294,경기도,오산시,수청로,,경기도 오산시 내삼미동 866,오산방송케이블TV가입센터 앞,1,1,10,360,500,1,Y,37.1753247,127.0589481,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
295,경기도,오산시,수청로,,경기도 오산시 내삼미동 874,에이스빌 앞,1,1,10,360,500,1,Y,37.1741058,127.0593666,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
296,경기도,오산시,수청로,,경기도 오산시 내삼미동 874,신양리빙샤시 앞,1,1,10,360,500,1,Y,37.1738833,127.0583555,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
297,경기도,오산시,수청로,,경기도 오산시 내삼미동 871,대주전자 앞,1,1,10,360,500,1,Y,37.1750887,127.0579373,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
298,경기도,오산시,수청로,,경기도 오산시 내삼미동 870,제주오피스텔 앞,1,1,10,360,500,1,Y,37.1751921,127.0584469,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
299,경기도,오산시,수청로,,경기도 오산시 내삼미동 873,아이다빌B동 앞,1,1,10,360,500,1,Y,37.1739551,127.0588766,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
300,경기도,오산시,수청로,,경기도 오산시 내삼미동 875,물향기헤어샵 앞,1,1,10,360,1600,1,Y,37.1729236,127.0585521,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
301,경기도,오산시,삼미로,,경기도 오산시 내삼미동 902,세교신도시 호반베르디움 옆,1,1,10,360,600,1,Y,37.1743843,127.0691773,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
302,경기도,오산시,삼미로,,경기도 오산시 내삼미동 902,세교신도시 호반베르디움 옆,1,1,10,360,600,1,Y,37.1749835,127.0691751,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
303,경기도,오산시,내삼미로,,경기도 오산시 내삼미동 903,세미초 옆,1,1,10,360,1500,1,Y,37.1739921,127.0656272,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
304,경기도,오산시,내삼미로,,경기도 오산시 내삼미동 903,삼미마을16단지아파트 옆,1,1,10,360,1600,1,Y,37.1725684,127.0656766,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
305,경기도,오산시,북삼미로,,경기도 오산시 내삼미동 905,신삼성운전전문학원 앞,1,1,10,360,500,1,Y,37.1824318,127.0633512,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
306,경기도,오산시,삼미로,,경기도 오산시 내삼미동 209-1,카페 안 앞,1,1,10,360,400,2,Y,37.1773955,127.0663621,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
307,경기도,오산시,삼미로,,경기도 오산시 내삼미동 223-10,LEE하우스에너자인 앞,1,1,10,360,400,2,Y,37.1779449,127.0668158,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
308,경기도,오산시,삼미로,,경기도 오산시 내삼미동 206-3,KWL서울푸드 부근,1,1,10,360,400,2,Y,37.1782489,127.0669878,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
309,경기도,오산시,삼미로,,경기도 오산시 내삼미동 206-3,KWL서울푸드 옆,1,1,10,360,400,2,Y,37.1784493,127.0671034,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
310,경기도,오산시,삼미로,,경기도 오산시 내삼미동 187-6,행복한밥상 부근,1,1,10,360,400,2,Y,37.1763675,127.0677462,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
311,경기도,오산시,삼미로,,경기도 오산시 내삼미동 134-1,행복한밥상 앞,1,1,10,360,400,2,Y,37.1763335,127.0671628,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
312,경기도,오산시,삼미로,,경기도 오산시 내삼미동 81-5,내삼장로교회 앞,1,1,10,360,600,1,Y,37.1756888,127.0688435,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
313,경기도,오산시,삼미로,,경기도 오산시 내삼미동 166-5,내삼미1동노인회관 인근,1,1,10,360,500,2,Y,37.1778559,127.0686962,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
314,경기도,오산시,삼미로,,경기도 오산시 내삼미동 166-5,내삼교회 부근,1,1,10,360,500,2,Y,37.1766723,127.0704068,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
315,경기도,오산시,삼미로,,경기도 오산시 내삼미동 139-6,내삼교회 부근,1,1,10,360,500,2,Y,37.17635935,127.0701898,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
316,경기도,오산시,삼미로,,경기도 오산시 내삼미동 139-6,로얄빌라5차 옆,1,1,10,360,500,2,Y,37.17613649,127.0699418,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
317,경기도,오산시,삼미로,,경기도 오산시 내삼미동 139-6,로얄빌라8차 앞,1,1,10,360,500,2,Y,37.17606262,127.0691478,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
318,경기도,오산시,경기대로,,경기도 오산시 내삼미동 362-1,반석철강 인근,1,1,10,360,600,1,Y,37.1714781,127.0607687,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
319,경기도,오산시,경기대로,,경기도 오산시 내삼미동 508-9,비에스에이 앞,1,1,10,360,600,1,Y,37.1824575,127.0571236,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
320,경기도,오산시,경기대로,,경기도 오산시 외삼미동 615-10,법무보호가족교육원 앞,1,1,10,360,600,1,Y,37.1935388,127.0452551,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
321,경기도,오산시,동탄솔빛로,,경기도 오산시 외삼미동 8-4,반송초교사거리,1,1,10,360,500,1,Y,37.1907321,127.068508,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
322,경기도,오산시,유엔평화로,,경기도 오산시 외삼미동 639-1,㈜끌모레이저가공 부근,1,1,10,360,700,1,Y,37.1893139,127.0483694,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
323,경기도,오산시,유엔평화로,,경기도 오산시 외삼미동 639-1,㈜끌모레이저가공 부근,1,1,10,360,600,1,Y,37.1892688,127.0482906,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
324,경기도,오산시,유엔평화로,,경기도 오산시 외삼미동 639-1,㈜끌모레이저가공 부근,1,1,10,360,700,1,Y,37.1892125,127.0483356,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
325,경기도,오산시,유엔평화로,,경기도 오산시 외삼미동 639-1,등불어린이공원 옆,1,1,10,360,800,1,Y,37.1877799,127.0482981,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
326,경기도,오산시,유엔평화로,,경기도 오산시 외삼미동 639-1,등불어린이공원 부근,1,1,10,360,700,1,Y,37.1875411,127.0483571,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
327,경기도,오산시,유엔평화로,,경기도 오산시 외삼미동 639-1,등불어린이공원 부근,1,1,10,360,700,1,Y,37.1874464,127.0483851,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
328,경기도,오산시,유엔평화로,,경기도 오산시 외삼미동 639-1,등불어린이공원 부근,1,1,10,360,600,1,Y,37.1874802,127.0483316,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
329,경기도,오산시,유엔평화로,,경기도 오산시 외삼미동 639-17,하늘정원교회 앞,1,99,10,360,1500,1,Y,37.1856801,127.0482258,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
330,경기도,오산시,유엔평화로,,경기도 오산시 외삼미동 639-17,하늘정원교회 인근,1,1,10,360,700,1,Y,37.1854888,127.0486936,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
331,경기도,오산시,유엔평화로,,경기도 오산시 외삼미동 639-2,등불어린이공원 옆,1,1,10,360,800,1,Y,37.1876811,127.0476082,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
332,경기도,오산시,유엔평화로,,경기도 오산시 외삼미동 639-7,등불어린이공원 앞,1,1,10,360,600,1,Y,37.1879423,127.0477604,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
333,경기도,오산시,경기대로,,경기도 오산시 외삼미동 산 53-5,삼정건설기계 앞,1,1,10,360,600,1,Y,37.1881375,127.0546924,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
334,경기도,오산시,경기대로,,경기도 오산시 외삼미동 408-5,세계로번역 옆,1,1,10,360,800,1,Y,37.1888612,127.0533612,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
335,경기도,오산시,경기대로,,경기도 오산시 외삼미동 408-6,세계로번역 옆,1,1,10,360,1000,1,Y,37.1886246,127.0535356,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
336,경기도,오산시,북삼미로,,경기도 오산시 외삼미동 8-5,교육지원청사거리,1,1,10,360,400,1,Y,37.1897126,127.0627519,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
337,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 572-2,행복한분식 앞,1,1,10,360,600,1,Y,37.1901834,127.0482376,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
338,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 420-1,삼진디자인 옆,1,1,10,360,600,1,Y,37.1904417,127.0502369,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
339,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 426-7,민들레화로 앞,1,1,10,360,600,1,Y,37.1902602,127.0531623,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
340,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 444-3,부토라 오산지점 인근,1,1,10,360,300,2,Y,37.1911412,127.0526504,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
341,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 491-1,서동탄역 인근,1,1,10,360,300,2,Y,37.1959188,127.0478752,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
342,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 486-1,서동탄역 인근,1,1,10,360,300,2,Y,37.1955288,127.0486071,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
343,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 463-1,서동탄역 인근,1,1,10,360,300,2,Y,37.1944669,127.0506957,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
344,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 450-13,경기종합건설 앞,1,1,10,360,600,1,Y,37.1924322,127.0519896,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
345,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 450-13,순복음사랑의능력교회 앞,1,1,10,360,600,1,Y,37.1923891,127.0526626,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
346,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 450-13,외삼미동노인정 앞,1,1,10,360,600,1,Y,37.1918186,127.0541461,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
347,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 449-5,잉꼬주방 부근,1,1,10,360,600,1,Y,37.1915908,127.0546837,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
348,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 445-2,경기남부데라코 앞,1,1,10,360,600,1,Y,37.1911358,127.0544919,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
349,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 354-17,삼미낚시터 앞,1,1,10,360,600,1,Y,37.1912144,127.0551058,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
350,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 354-17,삼미낚시터 앞,1,1,10,360,600,1,Y,37.1912458,127.0553986,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
351,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 615-43,루모스 앞,1,1,10,360,600,1,Y,37.1913444,127.0563983,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
352,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 347-2,느티나무식당 앞,1,1,10,360,600,1,Y,37.1914118,127.0569164,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
353,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 614-7,현대진모터스 앞,1,1,10,360,600,1,Y,37.1914361,127.0580089,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
354,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 284-5,현대진모터스 부근,1,1,10,360,600,1,Y,37.1914381,127.0585326,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
355,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 609-21,현대진모터스 부근,1,1,10,360,600,1,Y,37.1915933,127.0587608,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
356,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 289-49,지구촌사랑교회 앞,1,1,10,360,600,1,Y,37.1925076,127.0593021,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
357,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 609-21,지구촌사랑교회 부근,1,1,10,360,600,1,Y,37.1928681,127.0594714,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
358,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 72-2,세명전기조명 앞,1,1,10,360,600,1,Y,37.1935075,127.0599337,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
359,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 72-2,부광전기 인근,1,1,10,360,600,1,Y,37.1939895,127.0601171,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
360,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 207-14,장호연탄구이 인근,1,1,10,360,600,1,Y,37.1947517,127.0584085,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
361,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 220-21,장호연탄구이 앞,1,1,10,360,600,1,Y,37.1948893,127.0580876,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
362,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 220-21,지오카 앞,1,1,10,360,600,1,Y,37.1952679,127.0576373,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
363,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 220-7,지오카 앞,1,1,10,360,600,1,Y,37.1954844,127.0572322,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
364,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 210-3,헬렌도른코리아 앞,1,1,10,360,600,1,Y,37.1932357,127.0584157,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
365,경기도,오산시,북삼미로,,경기도 오산시 외삼미동 609-5,티아이엠 앞,1,1,10,360,300,2,Y,37.1979956,127.0582702,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
366,경기도,오산시,북삼미로,,경기도 오산시 외삼미동 609-5,동탄셀프세차장 앞,1,1,10,360,300,2,Y,37.1982116,127.0586617,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
367,경기도,오산시,북삼미로,,경기도 오산시 외삼미동 141,동탄셀프세차장 앞,1,1,10,360,300,2,Y,37.1983646,127.0589688,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
368,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 609-26,STCO 옆,1,1,10,360,600,1,Y,37.1990332,127.0598733,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
369,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 126-1,봉평진메밀막국수보쌈 앞,1,1,10,360,600,1,Y,37.1989408,127.0643309,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
370,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 170-3,한진휴먼테크 앞,1,1,10,360,400,2,Y,37.1962802,127.0606454,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
371,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 170-2,노블킨더유치원 옆,1,1,10,360,400,2,Y,37.19641522,127.0608371,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
372,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 609-32,노블킨더유치원 앞,1,1,10,360,300,2,Y,37.1969536,127.0608037,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
373,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 164,자연글로벌리더스학원 앞,1,1,10,360,400,2,Y,37.1973163,127.060697,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
374,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 158-8,동탄순복음교회 옆,1,1,10,360,400,2,Y,37.1982237,127.0615847,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
375,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 609-26,아이엠디자인 앞,1,1,10,360,400,2,Y,37.1989736,127.0618697,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
376,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 152-4,브라운스톤빌라 앞,1,1,10,360,400,2,Y,37.1983525,127.0606837,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
377,경기도,오산시,외삼미로,,경기도 오산시 외삼미동 609-32,브라운스톤빌라 앞,1,1,10,360,400,2,Y,37.1981139,127.0604104,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
